resume_text,job_description,match_score,match_label
"Frontend Developer with 2 years of experience creating responsive web applications using TypeScript, React, REST APIs, CSS, JavaScript, Git, HTML. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with REST APIs, React, CSS, HTML, Git. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.78,High
"Cloud Engineer with 8 years of experience using Terraform, AWS, Linux, networking, Docker, Kubernetes, cloud architecture. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Seeking a Cloud Engineer experienced in Terraform, networking, cloud architecture, Kubernetes, AWS, Docker. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.81,high
"Data Scientist with 8 years of experience using scikit-learn, Pandas, data visualization, SQL, NumPy. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Python, SQL, NumPy, Pandas, data visualization, scikit-learn. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.93,HIGH
"Machine Learning Engineer with 6 years of experience working with AWS, PyTorch, Python, Docker, Machine Learning, TensorFlow, MLOps. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Seeking a Machine Learning Engineer with strong experience in Docker, TensorFlow, Python, PyTorch, Machine Learning. You will build, train, deploy, and maintain production machine learning systems.",0.76,HIGH
"Frontend Developer with 7 years of experience creating responsive web applications using CSS, HTML, JavaScript, React, Git. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with HTML, React, CSS, TypeScript, REST APIs, Git, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.8,high
"UI/UX Designer with 6 years of experience in Figma, prototyping, wireframing. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","We are hiring a Python Developer with experience in FastAPI, Django, REST APIs, PostgreSQL, Docker. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.55,MEDIUM
"Cloud Engineer with 7 years of experience using Linux, networking, Kubernetes. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","We are hiring a Data Analyst with experience in Python, Tableau, Pandas, Power BI, SQL. You will analyze datasets, create dashboards, write SQL queries, and communicate actionable insights. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.49,medium
"Cybersecurity Analyst with 3 years of experience in vulnerability assessment, network security, Python, Linux, SIEM, security monitoring, incident response. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of SIEM, Linux, network security, incident response, security monitoring, vulnerability assessment, Python. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.95,High
"Frontend Developer with 7 years of experience creating responsive web applications using React, HTML, REST APIs, TypeScript. Focused on reusable components, performance, accessibility, and user experience.","Looking for a Backend Developer experienced in REST APIs, Git, Python, Node.js. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.59,Medium
"Data Scientist with 6 years of experience using Python, Pandas, Machine Learning, data visualization. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Seeking a Business Analyst with experience in process analysis, Excel, SQL, Power BI. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.25,LOW
"Business Analyst with 8 years of experience in stakeholder management, process analysis, SQL, Power BI, Excel, requirements gathering, documentation. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Business Analyst with experience in Power BI, Excel, requirements gathering, process analysis, stakeholder management, SQL, documentation. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.94,High
"Business Analyst with 7 years of experience in stakeholder management, SQL, requirements gathering. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Looking for a Backend Developer experienced in Git, Node.js, Docker. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.64,medium
"UI/UX Designer with 2 years of experience in wireframing, responsive design, design systems, Figma, prototyping. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Hiring a UI/UX Designer skilled in prototyping, user research, usability testing, design systems, responsive design. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.84,High
"Machine Learning Engineer with 7 years of experience working with PyTorch, AWS, Machine Learning. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","We are hiring a Python Developer with experience in PostgreSQL, Git, Docker, FastAPI, REST APIs. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git.",0.13,low
"Java Developer with 6 years of experience developing enterprise applications using SQL, Git, REST APIs, Docker, Java, Hibernate. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a Java Developer with experience in Spring Boot, Java, REST APIs, Git, Hibernate, Docker. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.76,HIGH
"DevOps Engineer with 4 years of experience using CI/CD, Linux, Docker, Git. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Looking for a Data Scientist skilled in SQL, Python, data visualization. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.14,Low
"Data Scientist with 2 years of experience using Pandas, SQL, Machine Learning, scikit-learn. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","We need a Frontend Developer experienced with React, Git, HTML. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.65,MEDIUM
"Backend Developer with 4 years of experience building server-side applications using Python, SQL, Docker, Node.js. Designed APIs, optimized databases, and delivered reliable services.","Hiring a Java Developer with experience in SQL, Java, Spring Boot. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.09,low
"Cloud Engineer with 4 years of experience using cloud architecture, Docker, Terraform, Kubernetes, AWS. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","We need a Frontend Developer experienced with React, Git, TypeScript, CSS, JavaScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.67,Medium
,Data analyst role requiring SQL and Power BI.,0.52,medium
"Cybersecurity Analyst with 5 years of experience in incident response, vulnerability assessment, network security, Python. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","We need a Frontend Developer experienced with JavaScript, TypeScript, React, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.48,MEDIUM
"Data Scientist with 8 years of experience using scikit-learn, Machine Learning, SQL, Python, NumPy. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","We need a Frontend Developer experienced with CSS, Git, TypeScript, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.56,medium
"Frontend Developer with 4 years of experience creating responsive web applications using HTML, CSS, Git, JavaScript, TypeScript, REST APIs. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with React, HTML, TypeScript, JavaScript, Git, REST APIs, CSS. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.79,high
"Data Analyst with 7 years of experience using Python, Excel, data visualization, SQL. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Seeking a Machine Learning Engineer with strong experience in Python, Machine Learning, AWS, PyTorch. You will build, train, deploy, and maintain production machine learning systems.",0.31,low
"Data Analyst with 3 years of experience using Python, SQL, Tableau, Power BI. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Seeking a Cloud Engineer experienced in Linux, AWS, cloud architecture, Terraform. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.55,MEDIUM
,Hiring a Python developer with Django and API experience.,0.87,high
"Cybersecurity Analyst with 5 years of experience in incident response, SIEM, network security, Python, Linux, vulnerability assessment, security monitoring. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of security monitoring, Python, incident response, Linux, network security. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.79,HIGH
"Data Scientist with 4 years of experience using Machine Learning, NumPy, data visualization, scikit-learn, Python. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in NumPy, Pandas, scikit-learn, data visualization, Machine Learning, Python. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.79,High
"Frontend Developer with 5 years of experience creating responsive web applications using TypeScript, JavaScript, Git, CSS, REST APIs. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with REST APIs, React, Git, CSS, HTML, JavaScript, TypeScript. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.86,HIGH
"Cybersecurity Analyst with 5 years of experience in vulnerability assessment, incident response, Python, security monitoring, SIEM. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of Python, network security, SIEM, Linux, vulnerability assessment, security monitoring, incident response. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.32,high
"Frontend Developer with 3 years of experience creating responsive web applications using CSS, JavaScript, Git, REST APIs, TypeScript, React, HTML. Focused on reusable components, performance, accessibility, and user experience.","We need a Frontend Developer experienced with HTML, JavaScript, REST APIs, TypeScript, React. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.84,high
"Python developer with 9 years of experience building backend applications using REST APIs, Python, Docker. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Seeking a Machine Learning Engineer with strong experience in MLOps, PyTorch, TensorFlow. You will build, train, deploy, and maintain production machine learning systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.45,Medium
"Java Developer with 4 years of experience developing enterprise applications using REST APIs, Java, Hibernate, Spring Boot, Git, SQL, Docker. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a Java Developer with experience in Docker, REST APIs, Java, Hibernate, Spring Boot, Git, SQL. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.94,High
"Backend Developer with 8 years of experience building server-side applications using Node.js, Docker, Git. Designed APIs, optimized databases, and delivered reliable services.","We are hiring a Python Developer with experience in Git, Django, Python. The candidate should build scalable backend services, develop REST APIs, work with databases, and collaborate using Git. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.47,Medium
"Cybersecurity Analyst with 9 years of experience in incident response, SIEM, network security, vulnerability assessment. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Seeking a DevOps Engineer skilled in Git, AWS, Linux. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.1,low
"Frontend Developer with 3 years of experience creating responsive web applications using TypeScript, JavaScript, HTML, REST APIs, Git. Focused on reusable components, performance, accessibility, and user experience.","Seeking a Cloud Engineer experienced in networking, Terraform, Kubernetes, Docker. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.21,low
"Python developer with 5 years of experience building backend applications using Python, FastAPI, Docker, REST APIs, Git. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Looking for a Cybersecurity Analyst with knowledge of security monitoring, Linux, SIEM, vulnerability assessment. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.08,LOW
"Frontend Developer with 7 years of experience creating responsive web applications using REST APIs, HTML, Git, React. Focused on reusable components, performance, accessibility, and user experience.","Seeking a Cloud Engineer experienced in networking, Kubernetes, Docker, AWS, Linux. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.43,Medium
"Data Analyst with 3 years of experience using SQL, Python, Excel. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Looking for a Data Scientist skilled in Python, NumPy, scikit-learn. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.14,LOW
"Java Developer with 9 years of experience developing enterprise applications using Hibernate, SQL, Docker, REST APIs, Spring Boot. Built backend services, integrated databases, and maintained reliable APIs.","We need a Frontend Developer experienced with TypeScript, Git, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.51,Medium
"Java Developer with 5 years of experience developing enterprise applications using Git, REST APIs, Hibernate, Spring Boot. Built backend services, integrated databases, and maintained reliable APIs.","Looking for a Data Scientist skilled in Pandas, scikit-learn, SQL, Python, data visualization. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.59,MEDIUM
"Machine Learning Engineer with 7 years of experience working with MLOps, Python, TensorFlow. Developed training pipelines, deployed ML models, optimized inference, and monitored model performance.","Seeking a Business Analyst with experience in Power BI, stakeholder management, process analysis, documentation, Excel. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.27,LOW
"Backend Developer with 2 years of experience building server-side applications using Docker, REST APIs, Node.js, PostgreSQL, Python. Designed APIs, optimized databases, and delivered reliable services.","Looking for a Backend Developer experienced in Python, Docker, PostgreSQL, Git, REST APIs, Node.js, SQL. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.76,high
"Cloud Engineer with 8 years of experience using networking, cloud architecture, AWS, Kubernetes. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Seeking a Business Analyst with experience in documentation, stakeholder management, Power BI, requirements gathering. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.31,Low
"Java Developer with 9 years of experience developing enterprise applications using Hibernate, Git, REST APIs. Built backend services, integrated databases, and maintained reliable APIs.","Seeking a Business Analyst with experience in SQL, process analysis, requirements gathering, Power BI, stakeholder management. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.56,MEDIUM
"Backend Developer with 8 years of experience building server-side applications using Node.js, PostgreSQL, Python, REST APIs, SQL, Git, Docker. Designed APIs, optimized databases, and delivered reliable services.","Looking for a Backend Developer experienced in Docker, Git, PostgreSQL, Python, REST APIs. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.88,HIGH
"Cybersecurity Analyst with 8 years of experience in vulnerability assessment, security monitoring, SIEM, incident response, Linux, network security, Python. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of SIEM, Python, Linux, incident response, security monitoring, vulnerability assessment. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.84,high
"Data Scientist with 5 years of experience using NumPy, SQL, Pandas, scikit-learn, Python, data visualization, Machine Learning. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Python, scikit-learn, data visualization, Pandas, NumPy, Machine Learning. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.83,HIGH
"Business Analyst with 6 years of experience in requirements gathering, SQL, Excel, process analysis, Power BI, documentation, stakeholder management. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Seeking a Business Analyst with experience in process analysis, stakeholder management, SQL, Excel, requirements gathering. The candidate will gather requirements, analyze business processes, prepare documentation, and work with stakeholders.",0.94,HIGH
"Backend Developer with 2 years of experience building server-side applications using Docker, PostgreSQL, REST APIs, Python, SQL, Node.js, Git. Designed APIs, optimized databases, and delivered reliable services.","Looking for a Backend Developer experienced in Docker, PostgreSQL, Node.js, REST APIs, Git. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.87,HIGH
"Python developer with 5 years of experience building backend applications using Docker, Python, FastAPI, REST APIs. Experienced in API development, database design, debugging, testing, and collaborating with development teams.","Seeking a Machine Learning Engineer with strong experience in Python, MLOps, TensorFlow, Machine Learning. You will build, train, deploy, and maintain production machine learning systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.55,Medium
"Business Analyst with 3 years of experience in Excel, documentation, process analysis, SQL. Gathered requirements, analyzed processes, prepared documentation, and supported data-driven decisions.","Looking for a Backend Developer experienced in Docker, SQL, Git. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.24,low
"Cloud Engineer with 9 years of experience using cloud architecture, Kubernetes, Linux, networking, AWS. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Seeking a Cloud Engineer experienced in Linux, Kubernetes, Docker, networking, cloud architecture. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.84,HIGH
"DevOps Engineer with 7 years of experience using Linux, Kubernetes, AWS, Docker, CI/CD, Git, Terraform. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Seeking a DevOps Engineer skilled in Docker, Kubernetes, Terraform, AWS, Git. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.75,high
"DevOps Engineer with 3 years of experience using Git, Terraform, Linux, AWS, CI/CD. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Seeking a DevOps Engineer skilled in Git, Linux, AWS, Docker, Terraform. The candidate will manage infrastructure, automate CI/CD pipelines, deploy containers, and monitor production systems.",0.78,HIGH
"Data Analyst with 8 years of experience using SQL, Power BI, Python, Excel. Created dashboards, cleaned data, performed analysis, and delivered reports that support business decisions.","Seeking a Cloud Engineer experienced in Docker, Kubernetes, networking, AWS. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems.",0.08,LOW
"UI/UX Designer with 2 years of experience in Figma, usability testing, responsive design, wireframing, design systems. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Hiring a UI/UX Designer skilled in responsive design, prototyping, Figma, wireframing, user research. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.87,high
"Cloud Engineer with 8 years of experience using AWS, Kubernetes, Terraform. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Hiring a Java Developer with experience in REST APIs, Hibernate, Git. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.43,Medium
"Java Developer with 3 years of experience developing enterprise applications using Docker, SQL, REST APIs, Java, Hibernate, Spring Boot. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a Java Developer with experience in Java, Spring Boot, REST APIs, Hibernate, SQL, Git. Responsibilities include designing backend services, developing APIs, working with databases, and writing maintainable code.",0.88,high
"DevOps Engineer with 6 years of experience using Terraform, AWS, Docker, CI/CD. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","We need a Frontend Developer experienced with TypeScript, CSS, React, REST APIs. The role involves building responsive interfaces, integrating APIs, improving performance, and collaborating with designers.",0.1,Low
"DevOps Engineer with 4 years of experience using AWS, Kubernetes, CI/CD. Automated deployments, managed cloud infrastructure, monitored systems, and improved reliability.","Seeking a Cloud Engineer experienced in Linux, Docker, cloud architecture, AWS. The role includes designing cloud infrastructure, managing deployments, improving reliability, and supporting secure systems. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.41,medium
"UI/UX Designer with 2 years of experience in Figma, usability testing, user research, prototyping. Created user flows, prototypes, design systems, and interfaces based on user research and testing.","Looking for a Cybersecurity Analyst with knowledge of security monitoring, vulnerability assessment, SIEM, network security, Python. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management. Preferred transferable experience includes Python, SQL, APIs, analytics, cloud, or software development depending on the project.",0.65,MEDIUM
"Cybersecurity Analyst with 2 years of experience in security monitoring, Linux, Python, vulnerability assessment, network security, SIEM, incident response. Investigated alerts, performed vulnerability assessments, supported incident response, and improved security controls.","Looking for a Cybersecurity Analyst with knowledge of security monitoring, Python, Linux, SIEM, vulnerability assessment, network security. Responsibilities include monitoring security events, investigating incidents, and supporting vulnerability management.",0.8,High
"Data Scientist with 5 years of experience using data visualization, Pandas, Python, Machine Learning, scikit-learn. Built predictive models, performed exploratory data analysis, cleaned datasets, and communicated insights to stakeholders.","Looking for a Data Scientist skilled in Pandas, NumPy, data visualization, Machine Learning, SQL, scikit-learn. Responsibilities include data analysis, feature engineering, model development, evaluation, and presenting business insights.",0.79,High
"Java Developer with 2 years of experience developing enterprise applications using REST APIs, Java, Git, Docker, SQL. Built backend services, integrated databases, and maintained reliable APIs.","Hiring a UI/UX Designer skilled in Figma, user research, usability testing, design systems, responsive design. You will conduct user research, create wireframes and prototypes, maintain design systems, and improve product usability.",0.21,Low
"Cloud Engineer with 6 years of experience using AWS, networking, Kubernetes. Designed cloud infrastructure, automated deployments, improved security, and maintained scalable services.","Looking for a Backend Developer experienced in PostgreSQL, Node.js, REST APIs. Responsibilities include building APIs, designing databases, improving performance, and maintaining backend services.",0.3,low
